Card,Tipo,Cidade,Bairro,Dormitorios,Suites,Banheiros,Vagas,Area_construida,Valor
https://www.lindalvoimoveis.com.br/imovel/sobrado-de-200-m-na-rua-deputado-fernando-ferrari-getulio-vargas-rio-grande-rs-a-venda-por-250000/SO0153-LINL?from=sale,Sobrado,Rio Grande,Getúlio Vargas,3,0,2,1,200.0,250000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-com-2-dormitorios-proximo-a-praia-e-av-rio-grande/AP0321-LINL?from=sale,Apartamento,Rio Grande,Cassino,2,0,1,2,50.0,190000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-85-m-na-avenida-cassino-cassino-rio-grande-rs-a-venda-por-180000/CA0039-LINL?from=sale,Casa,Rio Grande,Cassino,3,0,2,4,85.0,180000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-de-51-m-na-avenida-nova-atlantica-cassino-rio-grande-rs-a-venda-por-190000/AP0018-LINL?from=sale,Apartamento,Rio Grande,Cassino,2,0,1,1,51.0,190000.0
https://www.lindalvoimoveis.com.br/imovel/sobrado-com-2-dormitorios-a-venda-76-m-por-320000-cassino-rio-grande-rs/SO0190-LINL?from=sale,Sobrado,Rio Grande,Cassino,2,0,1,2,76.0,320000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-178-m-na-rua-republica-do-haiti-frederico-ernesto-buchholz-rio-grande-rs-a-venda-por-212000/CA0985-LINL?from=sale,Casa,Rio Grande,Frederico Ernesto Buchholz,3,0,2,4,178.0,212000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-87-m-na-rua-sao-jose-do-norte-vila-maria-jose-rio-grande-rs-a-venda-por-190000/CA0892-LINL?from=sale,Casa,Rio Grande,Vila Maria José,2,0,2,1,87.0,190000.0
https://www.lindalvoimoveis.com.br/imovel/casa-residencial-a-venda-cidade-nova-rio-grande-ca0494/CA0494-LINL?from=sale,Casa,Rio Grande,Cidade Nova,2,0,1,10,335.0,530000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-de-50-m-na-avenida-presidente-vargas-sao-paulo-rio-grande-rs-a-venda-por-115000/AP0313-LINL?from=sale,Apartamento,Rio Grande,São Paulo,1,0,1,2,50.0,115000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-1-m-na-rua-das-palmeiras-cassino-rio-grande-rs-a-venda-por-320000/CA0027-LINL?from=sale,Casa,Rio Grande,Cassino,1,0,1,3,1.0,320000.0
https://www.lindalvoimoveis.com.br/imovel/casa/CA0588-LINL?from=sale,Casa,Rio Grande,Vila Nossa Senhora de Fátima,2,0,1,1,50.0,130000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-130-m-na-rua-manoel-fangueiro-cassino-rio-grande-rs-a-venda-por-220000/CA0292-LINL?from=sale,Casa,Rio Grande,Cassino,4,0,2,3,130.0,220000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-90-m-na-rua-allan-kardec-parque-residencial-salgado-filho-rio-grande-rs-a-venda-por-100000/CA0739-LINL?from=sale,Casa,Rio Grande,Parque Residencial Salgado Filho,2,0,1,1,90.0,100000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-1-m-na-rua-porto-alegre-cassino-rio-grande-rs-a-venda-por-742000/CA0115-LINL?from=sale,Casa,Rio Grande,Cassino,3,0,3,6,1.0,742000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-100-m-na-rua-c-vila-da-quinta-rio-grande-rs-a-venda-por-315000/CA0320-LINL?from=sale,Casa,Rio Grande,Vila da Quinta,2,0,2,2,100.0,315000.0
https://www.lindalvoimoveis.com.br/imovel/sobrado-de-107-m-na-rua-manoel-francisco-moita-cassino-rio-grande-rs-a-venda-por-590000/SO0157-LINL?from=sale,Sobrado,Rio Grande,Cassino,3,0,2,3,107.0,590000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-230-m-na-rua-alvaro-delfino-lar-gaucho-rio-grande-rs-a-venda-por-330000/CA0717-LINL?from=sale,Casa,Rio Grande,Lar Gaúcho,3,0,2,1,230.0,330000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-120-m-na-rua-engenheiro-sergio-luiz-carlos-rheingantz-pernigotti-cassino-rio-grande-rs-a-venda-por-295000/CA0267-LINL?from=sale,Casa,Rio Grande,Cassino,3,0,1,2,120.0,295000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-100-m-na-rua-manoel-da-ponte-jeronimo-cassino-rio-grande-rs-a-venda-por-340000/CA0089-LINL?from=sale,Casa,Rio Grande,Cassino,2,0,3,3,100.0,340000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-com-3-dormitorios-70-m-venda-por-500000-ou-aluguel-por-1500-ano-cassino-rio-grande-rs/AP0682-LINL?from=sale,Apartamento,Rio Grande,Cassino,3,0,2,1,70.0,500000.0
https://www.lindalvoimoveis.com.br/imovel/sobrado-de-200-m-na-rua-general-vitorino-centro-rio-grande-rs-a-venda-por-480000/SO0080-LINL?from=sale,Sobrado,Rio Grande,Centro,4,0,2,2,200.0,480000.0
https://www.lindalvoimoveis.com.br/imovel/sobrado-de-52-m-na-rua-angelo-trindade-vila-maria-jose-rio-grande-rs-a-venda-por-149900/SO0093-LINL?from=sale,Sobrado,Rio Grande,Vila Maria José,2,0,1,1,52.0,149900.0
https://www.lindalvoimoveis.com.br/imovel/aceita-financiamento-ap-2-dormnovo-nunca-habitado-sem-garagem-quitado/AP0614-LINL?from=sale,Apartamento,Rio Grande,Vila São João,2,0,1,1,47.0,137000.0
https://www.lindalvoimoveis.com.br/imovel/casa-com-2-dormitorios-a-venda-76-m-por-320000-bolaxa-rio-grande-rs/CA0827-LINL?from=sale,Casa,Rio Grande,Bolaxa,2,0,2,1,76.0,320000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-de-59-m-na-rua-caramuru-cidade-nova-rio-grande-rs-a-venda-por-170000/AP0061-LINL?from=sale,Apartamento,Rio Grande,Cidade Nova,2,0,1,1,59.0,170000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-104-m-na-avenida-nova-atlantica-cassino-rio-grande-rs-a-venda-por-300000/CA0152-LINL?from=sale,Casa,Rio Grande,Cassino,4,0,2,3,104.0,300000.0
https://www.lindalvoimoveis.com.br/imovel/cobertura-de-110-m-na-rua-dos-buganviles-cassino-rio-grande-rs-a-venda-por-320000/CO0001-LINL?from=sale,Cobertura,Rio Grande,Cassino,2,0,1,1,110.0,320000.0
https://www.lindalvoimoveis.com.br/imovel/otima-casa-na-cidade-nova-proxima-ao-canalete-aceita-permuta-por-ap-3-dormitorios-com-box/CA0799-LINL?from=sale,Casa,Rio Grande,Cidade Nova,2,0,1,1,130.0,450000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-120-m-na-rua-andrade-neves-centro-rio-grande-rs-a-venda-por-250000/CA0425-LINL?from=sale,Casa,Rio Grande,Centro,3,0,1,1,120.0,250000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-77-m-na-rua-angelo-trindade-vila-maria-jose-rio-grande-rs-a-venda-por-130000/CA0239-LINL?from=sale,Casa,Rio Grande,Vila Maria José,2,0,1,1,77.0,130000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-170-m-na-rua-buarque-de-macedo-cidade-nova-rio-grande-rs-a-venda-por-460000/CA0728-LINL?from=sale,Casa,Rio Grande,Cidade Nova,3,0,2,2,170.0,460000.0
https://www.lindalvoimoveis.com.br/imovel/casa-com-3-dormitorios-a-venda-1-m-por-270000-cassino-rio-grande-rs/CA0035-LINL?from=sale,Casa,Rio Grande,Cassino,3,0,1,3,1.0,270000.0
https://www.lindalvoimoveis.com.br/imovel/rancho-de-80-m-na-rua-engenheiro-sergio-luiz-carlos-rheingantz-pernigotti-cassino-rio-grande-rs-a-venda-por-390000/RA0001-LINL?from=sale,Rancho,Rio Grande,Cassino,2,0,1,5,80.0,390000.0
https://www.lindalvoimoveis.com.br/imovel/casa-em-condominio-com-2-dormitorios-cidade-nova-rio-grande-rs/CA0903-LINL?from=sale,Casa,Rio Grande,Cidade Nova,2,0,1,1,52.0,230000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-250-m-na-avenida-engenheira-lucia-maria-balbela-chiesa-bolaxa-rio-grande-rs-a-venda-por-690000/CA0652-LINL?from=sale,Casa,Rio Grande,Bolaxa,2,0,3,9,250.0,690000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-premium-mobiliado-no-residencial-braganca/AP0702-LINL?from=sale,Apartamento,Rio Grande,Vila São Miguel,2,0,1,1,48.0,179000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-60-m-na-alameda-quarenta-e-sete-cassino-rio-grande-rs-a-venda-por-180000/CA0433-LINL?from=sale,Casa,Rio Grande,Cassino,1,0,1,8,60.0,180000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-45-m-na-rua-carlos-dos-santos-souza-bolaxa-rio-grande-rs-a-venda-por-150000/CA0261-LINL?from=sale,Casa,Rio Grande,Bolaxa,2,0,1,3,45.0,150000.0
https://www.lindalvoimoveis.com.br/imovel/sobrado-de-230-m-na-rua-visconde-do-rio-branco-cidade-nova-rio-grande-rs-a-venda-por-380000/SO0197-LINL?from=sale,Sobrado,Rio Grande,Cidade Nova,4,0,2,1,230.0,380000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-120-m-na-rua-angelo-trindade-vila-maria-jose-rio-grande-rs-a-venda-por-200000/CA0802-LINL?from=sale,Casa,Rio Grande,Vila Maria José,3,0,1,2,120.0,200000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-96-m-na-avenida-brasil-cassino-rio-grande-rs-a-venda-por-250000/CA0128-LINL?from=sale,Casa,Rio Grande,Cassino,2,0,1,2,96.0,250000.0
https://www.lindalvoimoveis.com.br/imovel/casa-com-3-dormitorios-cassino/CA0726-LINL?from=sale,Casa,Rio Grande,Cassino,3,0,1,6,85.0,235000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-de-50-m-na-rua-colombia-america-rio-grande-rs-a-venda-por-180000/AP0027-LINL?from=sale,Apartamento,Rio Grande,América,2,0,1,1,50.0,180000.0
https://www.lindalvoimoveis.com.br/imovel/sobrado-de-1-m-na-rua-ana-pernigotti-bolaxa-rio-grande-rs-a-venda-por-85000/SO0012-LINL?from=sale,Sobrado,Rio Grande,Bolaxa,3,0,2,6,1.0,85000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-160-m-na-rua-maria-pereira-bolaxa-rio-grande-rs-a-venda-por-265000/CA0575-LINL?from=sale,Casa,Rio Grande,Bolaxa,2,0,1,1,160.0,265000.0
https://www.lindalvoimoveis.com.br/imovel/sobrado-de-473-m-na-rua-antonio-simao-numa-cassino-rio-grande-rs-a-venda-por-1200000/SO0071-LINL?from=sale,Sobrado,Rio Grande,Cassino,4,0,4,4,473.0,1200000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-de-68-m-na-avenida-italia-vila-maria-jose-rio-grande-rs-a-venda-por-160000/AP0252-LINL?from=sale,Apartamento,Rio Grande,Vila Maria José,2,0,1,1,68.0,160000.0
https://www.lindalvoimoveis.com.br/imovel/sobrado-de-72-m-na-rua-ana-pernigotti-bolaxa-rio-grande-rs-a-venda-por-290000/SO0172-LINL?from=sale,Sobrado,Rio Grande,Bolaxa,2,0,2,1,72.0,290000.0
https://www.lindalvoimoveis.com.br/imovel/localizacao-privilegiada-na-praia-do-cassino/CA0899-LINL?from=sale,Casa,Rio Grande,Cassino,2,0,1,4,110.0,350000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-200-m-na-rua-sao-paulo-cassino-rio-grande-rs-a-venda-por-450000/CA0017-LINL?from=sale,Casa,Rio Grande,Cassino,2,0,1,2,200.0,450000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-122-m-na-rua-guadalajara-vila-maria-rio-grande-rs-a-venda-por-210000/CA0243-LINL?from=sale,Casa,Rio Grande,Vila Maria,2,0,1,2,122.0,210000.0
https://www.lindalvoimoveis.com.br/imovel/sobrado-de-60-m-na-rua-f-castelo-branco-rio-grande-rs-a-venda-por-150000/SO0044-LINL?from=sale,Sobrado,Rio Grande,Castelo Branco,2,0,1,5,60.0,150000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-70-m-na-estrada-senandes-senandes-rio-grande-rs-a-venda-por-117000/CA0612-LINL?from=sale,Casa,Rio Grande,Senandes,2,0,1,4,70.0,117000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-de-110-m-na-rua-joao-anunziato-filho-parque-residencial-jardim-do-sol-rio-grande-rs-a-venda-por-371000/AP0237-LINL?from=sale,Apartamento,Rio Grande,Parque Residencial Jardim do Sol,3,0,1,2,110.0,371000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-150-m-na-avenida-brasil-cassino-rio-grande-rs-a-venda-por-160000/CA0160-LINL?from=sale,Casa,Rio Grande,Cassino,5,0,3,3,150.0,160000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-60-m-na-rua-victor-canuso-cassino-rio-grande-rs-a-venda-por-220000/CA0185-LINL?from=sale,Casa,Rio Grande,Cassino,2,0,1,2,60.0,220000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-80-m-na-rua-fahum-nader-fares-cassino-rio-grande-rs-a-venda-por-370000/CA0370-LINL?from=sale,Casa,Rio Grande,Cassino,1,0,1,1,80.0,370000.0
https://www.lindalvoimoveis.com.br/imovel/2-sobrados-a-uma-quadra-da-av-portugal-aceita-financiamento/SO0205-LINL?from=sale,Sobrado,Rio Grande,Cidade Nova,5,0,4,1,201.0,450000.0
https://www.lindalvoimoveis.com.br/imovel/190-mil-preco-de-lancamento-apartamento-novo-de-2-dorm-na-buarque-de-macedo-aceita-financiamento-e-box-de-garagem-coberto-por-20-mil/AP0713-LINL?from=sale,Apartamento,Rio Grande,Cidade Nova,2,0,1,1,62.0,190000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-180-m-na-rua-doutor-vaz-dias-junior-cassino-rio-grande-rs-a-venda-por-850000/CA0102-LINL?from=sale,Casa,Rio Grande,Cassino,3,0,2,2,180.0,850000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-de-75-m-na-rua-ijui-cassino-rio-grande-rs-a-venda-por-330000/AP0013-LINL?from=sale,Apartamento,Rio Grande,Cassino,2,0,1,2,75.0,330000.0
https://www.lindalvoimoveis.com.br/imovel/casa-no-buchholz-com-2-d-garagem-patio-em-rua-calcada-aceita-financiamento-mediante-conclusao-de-inventario/CA0933-LINL?from=sale,Casa,Rio Grande,Frederico Ernesto Buchholz,2,0,1,1,69.0,240000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-de-500-m-na-estrada-roberto-socoowski-vila-sao-joao-rio-grande-rs-a-venda-por-1450000/AP0388-LINL?from=sale,Apartamento,Rio Grande,Vila São João,2,0,1,6,500.0,1450000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-145-m-na-rua-visconde-do-rio-grande-cidade-nova-rio-grande-rs-a-venda-por-430000/CA0859-LINL?from=sale,Casa,Rio Grande,Cidade Nova,3,0,3,4,145.0,430000.0
https://www.lindalvoimoveis.com.br/imovel/nao-aceita-financimento-casa-residencial-a-venda-vila-maria-rio-grande/CA0335-LINL?from=sale,Casa,Rio Grande,Vila Maria,2,0,1,1,60.0,120000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-80-m-na-rua-elik-wolf-i-vila-senandes-rio-grande-rs-a-venda-por-200000/CA0044-LINL?from=sale,Casa,Rio Grande,Vila Senandes,3,0,1,2,80.0,200000.0
https://www.lindalvoimoveis.com.br/imovel/casa-com-2-dormitorios-a-venda-90-m-por-280000-cassino-rio-grande-rs/CA0804-LINL?from=sale,Casa,Rio Grande,Cassino,2,0,2,2,90.0,280000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-150-m-na-rua-vereador-alfredo-cassahy-cassino-rio-grande-rs-a-venda-por-190000/CA0201-LINL?from=sale,Casa,Rio Grande,Cassino,1,0,2,1,150.0,190000.0
https://www.lindalvoimoveis.com.br/imovel/oportunidade-no-cassino-casa-com-2-dormitorios-50-m-por-190000-cassino-rio-grande-rs/CA0764-LINL?from=sale,Casa,Rio Grande,Cassino,2,0,1,1,50.0,195000.0
https://www.lindalvoimoveis.com.br/imovel/casa-com-2-dormitorios-a-venda-54-m-por-170000-bolaxa-rio-grande-rs/CA0939-LINL?from=sale,Casa,Rio Grande,Bolaxa,2,0,1,6,54.0,170000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-200-m-na-rua-gomes-freire-centro-rio-grande-rs-a-venda-por-500000/CA0385-LINL?from=sale,Casa,Rio Grande,Centro,5,0,2,1,200.0,500000.0
https://www.lindalvoimoveis.com.br/imovel/barbada-casa-com-2-dormitorios-a-venda-50-m-por-195000-parque-guanabara-rio-grande-rs/CA0977-LINL?from=sale,Casa,Rio Grande,Cassino,2,0,1,1,50.0,195000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-180-m-na-rua-cento-e-vinte-e-sete-vila-senandes-rio-grande-rs-a-venda-por-280000/CA0207-LINL?from=sale,Casa,Rio Grande,Vila Senandes,3,0,3,3,180.0,280000.0
https://www.lindalvoimoveis.com.br/imovel/sobrado-no-bgv-aceita-permuta-por-ap-proximo-ao-ife/SO0204-LINL?from=sale,Sobrado,Rio Grande,Getúlio Vargas,2,0,1,1,20.0,180000.0
https://www.lindalvoimoveis.com.br/imovel/casa-com-2-dormitorios-para-reforma-cassino-rio-grande-rs/CA0680-LINL?from=sale,Casa,Rio Grande,Cassino,2,0,2,3,220.0,190000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-de-140-m-na-rua-carlos-gomes-centro-rio-grande-rs-a-venda-por-720000/AP0577-LINL?from=sale,Apartamento,Rio Grande,Centro,3,0,3,1,140.0,720000.0
https://www.lindalvoimoveis.com.br/imovel/casa-com-2-dormitorios-a-venda-70-m-por-190000-cassino-rio-grande-rs/CA0697-LINL?from=sale,Casa,Rio Grande,Cassino,2,0,11,6,70.0,190000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-de-65-m-na-avenida-italia-vila-maria-jose-rio-grande-rs-a-venda-por-160000/AP0107-LINL?from=sale,Apartamento,Rio Grande,Vila Maria José,3,0,1,1,65.0,160000.0
https://www.lindalvoimoveis.com.br/imovel/sobrado-de-54-m-na-rodovia-br-471-quinta-rio-grande-rs-a-venda-por-160000/SO0003-LINL?from=sale,Sobrado,Rio Grande,Quinta,3,0,1,3,54.0,160000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-70-m-na-rua-neto-antonio-nossa-senhora-dos-navegantes-rio-grande-rs-a-venda-por-125000/CA0505-LINL?from=sale,Casa,Rio Grande,Nossa Senhora dos Navegantes,2,0,1,1,70.0,125000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-de-55-m-na-avenida-presidente-vargas-vila-juncao-rio-grande-rs-a-venda-por-255000/AP0083-LINL?from=sale,Apartamento,Rio Grande,Vila Junção,2,0,1,1,55.0,255000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-90-m-na-rua-padre-antonio-carlos-carvalho-leitao-bolaxa-rio-grande-rs-a-venda-por-270000/CA0902-LINL?from=sale,Casa,Rio Grande,Bolaxa,2,0,1,4,90.0,270000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-85-m-na-rua-oswaldo-dos-santos-farias-cassino-rio-grande-rs-a-venda-por-220000/CA0234-LINL?from=sale,Casa,Rio Grande,Cassino,1,0,1,6,85.0,220000.0
https://www.lindalvoimoveis.com.br/imovel/excelente-localizacao-no-cassino-sobrado-com-7-dormitorios-270-m-venda-por-600000-ou-aluguel-por-mes-cassino-rio-grande-rs/SO0192-LINL?from=sale,Sobrado,Rio Grande,Cassino,7,0,3,4,270.0,495000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-com-2-dormitorios-a-venda-60-m-por-220000-sao-paulo-rio-grande-rs/AP0539-LINL?from=sale,Apartamento,Rio Grande,São Paulo,2,0,1,1,60.0,220000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-120-m-na-rua-padre-feijo-cidade-nova-rio-grande-rs-a-venda-por-180000/CA0453-LINL?from=sale,Casa,Rio Grande,Cidade Nova,2,0,1,1,120.0,180000.0
https://www.lindalvoimoveis.com.br/imovel/casa-com-2-dormitorios-a-venda-134-m-por-190000-vila-sao-miguel-rio-grande-rs/CA0932-LINL?from=sale,Casa,Rio Grande,Vila São Miguel,2,0,1,1,134.0,190000.0
https://www.lindalvoimoveis.com.br/imovel/aceita-troca-por-ap-no-centro-com-3-dormitorios-com-elevador-e-garagem-casa-super-bem-localizada-na-rua-duque-de-caxias/CA0943-LINL?from=sale,Casa,Rio Grande,Centro,3,0,2,1,260.0,380000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-120-m-na-rua-do-riacho-cassino-rio-grande-rs-a-venda-por-270000/CA0109-LINL?from=sale,Casa,Rio Grande,Cassino,2,0,2,2,120.0,270000.0
https://www.lindalvoimoveis.com.br/imovel/sobrado-de-85-m-na-rua-das-palmeiras-cassino-rio-grande-rs-a-venda-por-390000/SO0183-LINL?from=sale,Sobrado,Rio Grande,Cassino,2,0,1,5,85.0,390000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-180-m-na-rua-elik-wolf-ii-vila-senandes-rio-grande-rs-a-venda-por-550000/CA0523-LINL?from=sale,Casa,Rio Grande,Vila Senandes,3,0,2,17,180.0,550000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-230-m-na-avenida-dos-bandeirantes-vila-juncao-rio-grande-rs-a-venda-por-300000/CA0307-LINL?from=sale,Casa,Rio Grande,Vila Junção,2,0,1,4,230.0,300000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-de-48-m-na-estrada-roberto-socoowski-vila-sao-miguel-rio-grande-rs-a-venda-por-137800/AP0287-LINL?from=sale,Apartamento,Rio Grande,Vila São Miguel,2,0,1,1,48.0,137800.0
https://www.lindalvoimoveis.com.br/imovel/casa-com-3-dormitorios-a-venda-120-m-por-250000-vila-sao-joao-rio-grande-rs/CA0449-LINL?from=sale,Casa,Rio Grande,Vila São João,3,0,1,1,120.0,250000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-de-47-m-na-estrada-roberto-socoowski-vila-sao-joao-rio-grande-rs-a-venda-por-170000/AP0613-LINL?from=sale,Apartamento,Rio Grande,Vila São João,2,0,1,1,47.0,170000.0
https://www.lindalvoimoveis.com.br/imovel/casa-com-3-dormitorios-230-m-venda-por-175000-ou-aluguel-por-1300-mes-parque-marinha-rio-grande-rs/CA0870-LINL?from=sale,Casa,Rio Grande,Parque Marinha,3,0,2,2,230.0,175000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-65-m-na-rua-do-quartel-cassino-rio-grande-rs-a-venda-por-120000/CA0112-LINL?from=sale,Casa,Rio Grande,Cassino,2,0,1,1,65.0,120000.0
https://www.lindalvoimoveis.com.br/imovel/180-mil-aceita-financiamento-casa-2d-com-patio/CA0947-LINL?from=sale,Casa,Rio Grande,Parque Residencial São Pedro,2,0,1,1,60.0,180000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-120-m-na-alameda-vereador-alberto-martins-da-silva-cassino-rio-grande-rs-a-venda-por-350000/CA0237-LINL?from=sale,Casa,Rio Grande,Cassino,2,0,1,6,120.0,350000.0
https://www.lindalvoimoveis.com.br/imovel/otima-casa-com-3-dorm-piscina-terreno-30-x-100-aceita-veiculo-ou-chacara-na-regiao-de-pelotas-ate-350-mil/CA0917-LINL?from=sale,Casa,Rio Grande,Sitio Santa Cruz,3,0,1,2,150.0,275000.0
https://www.lindalvoimoveis.com.br/imovel/barbada-so-110-mil-so-venda-aceita-proposta/SO0203-LINL?from=sale,Sobrado,Rio Grande,Vila Maria José,2,0,1,1,52.0,110000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-110-m-na-rua-paulino-modernell-cassino-rio-grande-rs-a-venda-por-380000/CA0138-LINL?from=sale,Casa,Rio Grande,Cassino,4,0,2,6,110.0,380000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-96-m-na-avenida-brasil-cassino-rio-grande-rs-a-venda-por-190000/CA0306-LINL?from=sale,Casa,Rio Grande,Cassino,2,0,1,2,96.0,190000.0
https://www.lindalvoimoveis.com.br/imovel/sobrado-de-120-m-na-rua-francisco-marques-centro-rio-grande-rs-a-venda-por-260000/SO0127-LINL?from=sale,Sobrado,Rio Grande,Centro,2,0,2,1,120.0,260000.0
https://www.lindalvoimoveis.com.br/imovel/recanto-de-portugal/AP0671-LINL?from=sale,Apartamento,Rio Grande,Cidade Nova,2,0,1,1,59.0,190000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-de-47-m-na-estrada-roberto-socoowski-vila-sao-joao-rio-grande-rs-a-venda-por-149900/AP0193-LINL?from=sale,Apartamento,Rio Grande,Vila São João,2,0,1,1,47.0,149900.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-170-m-na-rua-gomes-freire-centro-rio-grande-rs-a-venda-por-350000/CA0907-LINL?from=sale,Casa,Rio Grande,Centro,3,0,2,1,170.0,350000.0
https://www.lindalvoimoveis.com.br/imovel/vendo-apartamento-no-condominio-marcilio-dias/AP0676-LINL?from=sale,Apartamento,Rio Grande,Vila Junção,2,0,1,1,55.0,212000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-de-59-m-na-rua-caramuru-cidade-nova-rio-grande-rs-a-venda-por-350000/AP0134-LINL?from=sale,Apartamento,Rio Grande,Cidade Nova,3,0,1,2,59.0,350000.0
https://www.lindalvoimoveis.com.br/imovel/sobrado-de-259-m-na-rua-julio-de-castilhos-cassino-rio-grande-rs-a-venda-por-530000/SO0040-LINL?from=sale,Sobrado,Rio Grande,Cassino,5,0,3,3,259.0,530000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-80-m-na-rua-onze-cassino-rio-grande-rs-a-venda-por-150000/CA0167-LINL?from=sale,Casa,Rio Grande,Cassino,4,0,2,5,80.0,150000.0
https://www.lindalvoimoveis.com.br/imovel/casa-com-2-dormitorios-a-venda-98-m-cassino-rio-grande-rs/CA0818-LINL?from=sale,Casa,Rio Grande,Cassino,2,0,1,1,98.0,380000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-36-m-na-rua-dezenove-cassino-rio-grande-rs-a-venda-por-320000/CA0104-LINL?from=sale,Casa,Rio Grande,Cassino,2,0,1,2,36.0,320000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-100-m-na-rua-paulino-modernell-cassino-rio-grande-rs-a-venda-por-424000/CA0096-LINL?from=sale,Casa,Rio Grande,Cassino,5,0,4,3,100.0,424000.0
https://www.lindalvoimoveis.com.br/imovel/casa-de-170-m-na-avenida-vereador-candido-cozza-sobrinho-cassino-rio-grande-rs/CA0249-LINL?from=sale,Casa,Rio Grande,Cassino,2,0,1,4,170.0,
https://www.lindalvoimoveis.com.br/imovel/sobrado-de-120-m-na-rua-trinta-e-cinco-cassino-rio-grande-rs-a-venda-por-360000/SO0001-LINL?from=sale,Sobrado,Rio Grande,Cassino,3,0,2,4,120.0,360000.0
https://www.lindalvoimoveis.com.br/imovel/apartamento-com-1-dormitorio-a-venda-55-m-por-140000-vila-juncao-rio-grande-rs/AP0629-LINL?from=sale,Apartamento,Rio Grande,Vila Junção,1,0,1,1,55.0,140000.0
https://www.lindalvoimoveis.com.br/imovel/casa-com-2-dormitorios-a-venda-por-191000-bairro-getulio-vargas/CA0979-LINL?from=sale,Casa,Rio Grande,Getúlio Vargas,2,0,2,1,134.0,191000.0
